series,class,d_mm,P_mm,d2_mm,As_mm2,Dk_mm,Lk_mm,Eb_MPa,Ec_MPa,muG,muK,MA_Nm,FA_N,deltaZ_mm,deltaS_mm_per_N,deltaP_mm_per_N,Phi,F_proof_N,FM_target_N,FM_N,k_vdi,k_meas,delta_k,Fb_max_N,Fk_residual_N,sigma_b_MPa,SF_yield,SF_ult,pass_fail,fail_reason
M8,8.8,8.0,1.25,7.188,36.6,17.71762095869054,24.283029761082027,205511.47387091516,207441.1943710536,0.0597603811089545,0.14864357782864468,29.43499473322608,1473.1308210325192,0.019751157881908312,5.6979143184851845e-06,6.446585264703695e-07,0.10163990895005431,23424.0,16396.8,16396.8,0.7,0.7,0.0,16546.528882521263,11959.337196170181,452.09095307435143,1.4156443424665144,1.769555428083143,1,ok
M8,10.9,8.0,1.25,7.188,36.6,18.09518292554725,55.59085778807333,202489.19405296622,203822.39585631253,0.1719732835348416,0.14079104302431403,45.13978224175443,628.3879334882939,0.016355698816341194,4.050937750807272e-06,1.5515560374251364e-06,0.2769402512652591,34404.0,24082.8,24082.8,0.7,0.7,0.0,24256.825912192304,20709.077523419786,662.754806344052,1.4183224187921217,1.5692077824934112,1,ok
M20,8.8,20.0,2.5,18.376,245.0,39.17032267415698,65.59457634181331,202968.64638415354,206660.22724035307,0.1302296884864997,0.12431261136626803,395.6864723524014,34236.03305820262,0.009443144108817955,1.9587755773115968e-06,4.341599035820052e-07,0.1814340198674623,156800.0,109760.0,109760.0,0.7,0.7,0.0,115971.58110206503,77789.28865483301,473.35339225332666,1.3520553786535205,1.6900692233169006,1,ok
M8,12.9,8.0,1.25,7.188,36.6,14.972656166223778,72.86614598534432,205046.31826816435,200739.50876037593,0.19078990947205543,0.15894703677438965,50.69056179249544,7906.917565086329,0.006406809328293804,4.529300212420347e-06,3.157686145098543e-06,0.4107833679202394,40260.0,28182.0,28182.0,0.7,0.7,0.0,31430.03022725386,22689.650882698246,858.7439952801601,1.280940543451639,1.4206795118281814,1,ok
M20,10.9,20.0,2.5,18.376,245.0,45.05530575319703,38.255376368242885,201739.87534934137,207923.10612685225,0.18130566606442036,0.08908282850525355,525.3631402105032,23353.602239703185,0.01613147311263436,2.273230983848501e-06,1.528491398429616e-07,0.06300251106727266,230300.0,161210.0,161210.0,0.7,0.7,0.0,162681.3355835676,132678.54111187448,664.0054513615004,1.4156510282748291,1.5662522014955556,1,ok
M8,8.8,8.0,1.25,7.188,36.6,19.029198390703307,75.12740470751275,206035.49181815627,204659.12002585072,0.13010628272485164,0.11863094028590508,27.184226801615324,4060.617480362442,0.01834583654631471,5.747308449611876e-06,1.6920684585602068e-06,0.22744760474516168,23424.0,16396.8,16396.8,0.7,0.7,0.0,17320.37771969477,10793.715465318797,473.2343639260866,1.352395448822394,1.6904943110279924,1,ok
M24,10.9,24.0,3.0,22.051,353.0,51.56331821000437,72.08570452829642,205580.0631952266,201011.10317548894,0.07465927123414372,0.06354457071171649,613.501752500485,53661.2569684445,0.00927357393188926,8.093808545787847e-07,2.6204031304693876e-07,0.24457264889363897,331820.0,232273.99999999997,232273.99999999997,0.7,0.7,0.0,245398.0757597347,183081.4233108746,695.1786848717696,1.3521703418933066,1.4960182506053605,1,ok
M8,10.9,8.0,1.25,7.188,36.6,19.406159168222107,79.07549611917074,203125.15983415514,208439.56567324212,0.14116004545139893,0.06769571222031819,27.050836723242988,6054.333331564685,0.014232999285979063,5.746062399939234e-06,1.67278868777205e-06,0.22547813239477024,34404.0,24082.8,24082.8,0.7,0.7,0.0,25447.91977249661,17475.095408060966,695.2983544397981,1.3519376164169956,1.4957607670996547,1,ok
M16,10.9,16.0,2.0,14.701,157.0,37.994844180171256,70.65763324337374,201780.05635761487,204849.24292007776,0.20132950999504823,0.10796684187822303,327.5973177657703,36064.46048734674,0.0047006264432531775,1.2009204505457508e-06,4.0123002322330687e-07,0.25043217212888474,147580.0,103306.0,103306.0,0.7,0.7,0.0,112337.70117650258,73339.29252372855,715.5267590860037,1.3137174648796264,1.4534746419944802,1,ok
M8,12.9,8.0,1.25,7.188,36.6,16.083701733400602,66.89931465606378,209932.64493124565,201697.712473852,0.17270357069897269,0.11903399993448188,42.4979167397028,8805.232337323021,0.014261615343132344,4.139076115127841e-06,2.6451618157159035e-06,0.38989814960498137,40260.0,28182.0,28182.0,0.7,0.7,0.0,31615.143795164193,20707.742358155912,863.801743037273,1.273440356964567,1.4123611231788833,1,ok
M20,8.8,20.0,2.5,18.376,245.0,38.31800346774868,73.22471951186506,208104.8293193457,206740.19802844725,0.10153555076750209,0.08827185825563896,291.76523032740505,1664.3962371544417,0.011144285770181778,1.9715901795602373e-06,5.00132436302132e-07,0.202341651564182,156800.0,109760.0,109760.0,0.7,0.7,0.0,110096.77668348304,103923.66830417198,449.374598708094,1.424201549976199,1.7802519374702488,1,ok
M8,10.9,8.0,1.25,7.188,36.6,14.614996403256521,64.12298333544695,203769.62237856872,200259.39276958915,0.17390843126591068,0.1461057100785041,39.43429067773759,2990.9610144807775,0.015868319011000855,4.2049788032303005e-06,3.191960691484627e-06,0.4315245100713971,34404.0,24082.8,24082.8,0.7,0.7,0.0,25373.472986416466,20237.257299737994,693.2642892463515,1.355904255535613,1.5001493891032311,1,ok
M12,12.9,12.0,1.75,10.863,84.3,21.552556501380337,61.7994470396164,204803.50654817847,203163.7919223529,0.14999920256213267,0.10349822959893279,118.98248616571148,1531.7851550980745,0.013013257938195895,2.8375322723956124e-06,1.7453661605626127e-06,0.38084329951776663,92730.0,64910.99999999999,64910.99999999999,0.7,0.7,0.0,65494.37011261988,61123.059245014156,776.9201674094885,1.4158468863895857,1.5703029103593587,1,ok
M24,12.9,24.0,3.0,22.051,353.0,46.83198586548589,36.413615363096,200706.8346600745,207507.83759218195,0.1905410101732103,0.1189400909841811,1190.6475003452126,79651.22655426076,0.014128190848861502,1.3952472643415873e-06,1.6414417386672512e-07,0.10526168724853407,388300.0,271810.0,271810.0,0.7,0.7,0.0,280194.2224985167,191482.92898307377,793.7513385227103,1.3858244346992399,1.5370052821209752,1,ok
M16,8.8,16.0,2.0,14.701,157.0,29.229443559939597,68.45758441727071,200272.10177943873,204610.41932554237,0.15009950289310098,0.09570903624633582,161.34590404113501,401.26541811878394,0.0058268414721770545,1.523023473066892e-06,7.992076198200056e-07,0.34415507667088596,100480.0,70336.0,70336.0,0.7,0.7,0.0,70474.09753073804,67563.67551316413,448.87960210661174,1.4257720711666375,1.782215088958297,1,ok
M12,8.8,12.0,1.75,10.863,84.3,28.05092889185255,55.42114636682557,203723.0553922137,208786.44709791243,0.09478630639362323,0.12633925194233997,94.36874252104631,5720.744020304566,0.007931983243212983,3.84257418377881e-06,5.572034873986555e-07,0.12664355543436748,53952.0,37766.399999999994,37766.399999999994,0.6999999999999998,0.6999999999999998,0.0,38490.89536246126,30967.336782872328,456.59425103750016,1.4016821248751044,1.7521026560938804,1,ok
M16,10.9,16.0,2.0,14.701,157.0,29.68664637562578,30.04640264159889,201882.56090057676,203472.25189120797,0.12378670826783633,0.14782664887751276,325.9090405932132,14404.874086538322,0.018715063285766064,1.8148507712276526e-06,3.9314152660788163e-07,0.17805384873546573,147580.0,103306.0,103306.0,0.7,0.7,0.0,105870.84327165793,82989.91457926242,674.3365813481397,1.3939626382432695,1.5422565359287237,1,ok
M16,8.8,16.0,2.0,14.701,157.0,33.73122437710035,42.98779681225197,202230.1451475205,205541.8410947645,0.07609540180614387,0.10236332784565363,175.83619247558434,16608.746778341105,0.017446368156168054,2.5767610848617657e-06,3.6535147853402684e-07,0.12417997974636885,100480.0,70336.0,70336.0,0.7,0.7,0.0,72398.47383854697,49859.84919855416,461.13677604170044,1.38787455967755,1.7348431995969376,1,ok
M8,8.8,8.0,1.25,7.188,36.6,19.357091103317693,72.55674735330395,208073.10943686758,206411.02216608034,0.16703102696262873,0.11242824702584882,27.10862182549144,3423.7231598060957,0.01042793368987309,5.590254247341222e-06,1.6684520609329741e-06,0.22985529239984628,23424.0,16396.8,16396.8,0.7,0.7,0.0,17183.760887993354,12323.427229428507,469.50166360637576,1.3631474595510016,1.703934324438752,1,ok
M12,10.9,12.0,1.75,10.863,84.3,19.027946820346497,45.68071803129264,203391.692983133,205754.1554279074,0.09733550554182616,0.11279218590428447,93.8817487530353,8308.92839539879,0.010733869106253891,2.7581269931504914e-06,1.5352397489223138e-06,0.35758411548627955,79242.0,55469.399999999994,55469.399999999994,0.7,0.7,0.0,58440.5408109075,47631.507078345814,693.2448494769574,1.3559422774063385,1.5001914558538214,1,ok
M10,8.8,10.0,1.5,9.026,58.0,17.691934640974026,32.22107437235459,204070.30909984987,206268.6405291252,0.15843720609378864,0.05,25.480097349124428,4571.617103661167,0.008473122135225527,1.942876581842331e-06,1.1001904443629353e-06,0.36153999727534203,37120.0,25984.0,25984.0,0.7,0.7,0.0,27636.822435201564,20280.803258809327,476.496938537958,1.3431355969751257,1.6789194962189071,1,ok
M12,12.9,12.0,1.75,10.863,84.3,29.57839749653359,78.23227980944652,204943.06911484792,200755.93356834468,0.09698555450306888,0.15887851299440767,205.94478190340376,22369.974410960556,0.005793440639980055,3.022238057120737e-06,7.69473945696369e-07,0.2029357570207541,92730.0,64910.99999999999,64910.99999999999,0.7,0.7,0.0,69450.66769162317,45552.77116113567,823.8513367926829,1.3351923470591007,1.4808496940110027,1,ok
M10,12.9,10.0,1.5,9.026,58.0,23.57236156718688,21.55696747255701,200200.27981841363,203125.39907920535,0.14284895292015973,0.12633490691132376,97.01385415253138,6889.785979989208,0.013812122416019961,4.196018911792639e-06,3.108807947253749e-07,0.06897885796654622,63800.0,44660.0,44660.0,0.7,0.7,0.0,45135.249568533574,35180.80199954907,778.1939580781651,1.4135293503390467,1.5677325521942154,1,ok
M10,12.9,10.0,1.5,9.026,58.0,20.710488202324633,56.9634708656108,207396.63479379355,208896.99622583375,0.1439014488018575,0.09545866790046095,71.15260621336154,8252.247478988862,0.015709072381696478,3.4319377866997366e-06,1.2556977462886726e-06,0.26787444063257926,63800.0,44660.0,44660.0,0.7,0.7,0.0,46870.566177395754,35267.14681843742,808.1132099550993,1.3611954197124418,1.5096894654992536,1,ok
M16,8.8,16.0,2.0,14.701,157.0,36.22853148262799,37.08762617824452,208701.13629200667,202938.73643987736,0.17405092631904456,0.08765389165173211,180.73096438711727,9212.580500482143,0.012562107763494574,2.923150336309675e-06,2.4454870503413523e-07,0.07720073840423682,100480.0,70336.0,70336.0,0.7,0.7,0.0,71047.2180172457,57868.94898400274,452.5300510652592,1.4142707174770717,1.7678383968463396,1,ok
M12,10.9,12.0,1.75,10.863,84.3,28.272785991146378,69.73840975720739,208395.18098838092,208993.77394443454,0.20430789218992768,0.05,80.6267368169344,11908.015093300342,0.011949941966081243,3.8272537999040505e-06,6.965973964779066e-07,0.1539832691745088,79242.0,55469.399999999994,55469.399999999994,0.7,0.7,0.0,57303.035093445775,42753.4782147661,679.7513059720733,1.3828586892610084,1.5299713157781372,1,ok
M16,8.8,16.0,2.0,14.701,157.0,25.86536253038648,79.5868312361685,206345.08730465893,206809.96805595493,0.17685961409993917,0.18382858583468464,245.61977907174497,1324.7121922916147,0.01321300468212947,1.8429683366316948e-06,1.5978865815320245e-06,0.46438650263835257,100480.0,70336.0,70336.0,0.7,0.7,0.0,70951.17846198069,65786.43087256141,451.9183341527432,1.41618507511954,1.7702313438994248,1,ok
M8,12.9,8.0,1.25,7.188,36.6,12.123765437383238,32.36205018179275,208789.21987667854,201244.15583928203,0.1146547566158856,0.1340891196664942,35.8951750193939,7134.46571520986,0.012709385529752574,3.736304820090334e-06,3.721103762290303e-06,0.49898080830411073,40260.0,28182.0,28182.0,0.7,0.7,0.0,31741.96146939338,22903.232753255747,867.2667068140267,1.268352620200235,1.4067183605857154,1,ok
M10,10.9,10.0,1.5,9.026,58.0,20.57762112808117,22.02110663526635,202413.120204806,200933.75490480097,0.1630860057469603,0.15045321395026945,86.6291069120929,6597.931743537449,0.0033417757519010258,3.2232146048896187e-06,5.02834082622266e-07,0.13495102313277602,54520.0,38164.0,38164.0,0.7,0.7,0.0,39054.3976393506,31559.597381158143,673.3516834370794,1.3960015592473636,1.544512363422615,1,ok
M12,10.9,12.0,1.75,10.863,84.3,24.009228390213863,76.10028158442219,201445.00336751685,204659.93598689482,0.1578863251084012,0.06697886751448737,82.40781192877742,9075.077360755266,0.0030137885631097414,3.987214505356269e-06,1.3066273003594037e-06,0.24682023912173956,79242.0,55469.399999999994,55469.399999999994,0.7,0.7,0.0,57709.31276422989,48064.934567953664,684.5707326717662,1.3731232656285723,1.519200208780548,1,ok
M20,8.8,20.0,2.5,18.376,245.0,41.88424291128761,38.944278725165205,204308.4429895101,206795.5490894182,0.11405864584715902,0.15044356615821322,481.62058528179034,21023.13143469258,0.014059233725652308,2.011086074384164e-06,1.9370097074894544e-07,0.0878547300867559,156800.0,109760.0,109760.0,0.7,0.7,0.0,111606.9815377733,84207.16453760314,455.53870015417675,1.4049300307161443,1.7561625383951804,1,ok
M12,12.9,12.0,1.75,10.863,84.3,18.48750948218417,60.621944207742416,209551.55255288573,204654.48020470722,0.08776079687625393,0.12689563577969384,116.30281159375612,24482.542518493352,0.006776832253375534,1.4735601776304617e-06,3.1003676895252053e-06,0.6778348455794939,92730.0,64910.99999999999,64910.99999999999,0.7,0.7,0.0,81506.12042741633,55541.955887281925,966.8578935636576,1.13770597243159,1.261819351242309,0,yield_margin
M20,10.9,20.0,2.5,18.376,245.0,33.709285877488014,73.26504455902392,200766.95538592277,201076.14039042548,0.1300934655795234,0.11061012499334053,474.4352570067451,59909.741476331175,0.016018408752833432,2.2283212909353186e-06,7.310357267202446e-07,0.2470251890389959,230300.0,161210.0,161210.0,0.7,0.7,0.0,176009.2152134681,110686.67336960186,718.4049600549719,1.308454217699265,1.4476514749013145,1,ok
M24,12.9,24.0,3.0,22.051,353.0,52.25256514834661,68.72348322818517,208836.8892062945,200308.22985366697,0.10763181071278993,0.10837877521130937,1125.779153218734,15635.753456827535,0.006594495147656509,6.731884903825804e-07,2.3377815854178044e-07,0.25775827459481043,388300.0,271810.0,271810.0,0.7,0.7,0.0,275840.2448330217,252933.55682145897,781.417124172866,1.407698866548843,1.5612660156268987,1,ok
M8,12.9,8.0,1.25,7.188,36.6,13.60118349704485,22.227791083729812,206173.5938876586,208893.6514685717,0.1711157734312625,0.1536629843789517,45.31495400370907,8492.937182884076,0.01813668827840405,6.131126286307509e-06,1.522965251485683e-06,0.1989740054669872,40260.0,28182.0,28182.0,0.7,0.7,0.0,29871.873729457955,19009.394950572383,816.1714133731681,1.3477560987511092,1.494784036796685,1,ok
M8,12.9,8.0,1.25,7.188,36.6,14.422064131980981,23.79424331705486,205257.49331800314,208150.03426866097,0.15088647298795935,0.10692337174361913,35.70286027744703,11215.353210996442,0.012843065196951617,2.6189716715512208e-06,1.1464704318327424e-06,0.3044716663688499,40260.0,28182.0,28182.0,0.7,0.7,0.0,31596.75728106732,16970.6318833442,863.2993792641344,1.2741813864590361,1.4131829922545673,1,ok
M20,10.9,20.0,2.5,18.376,245.0,33.76448918003301,51.67649905667416,209187.6601588426,205158.27152316028,0.13981314321430743,0.16095455376579534,638.5525482855624,12086.10239897343,0.004043811230862601,2.0886444487297935e-06,5.521117981937974e-07,0.20907336632716203,230300.0,161210.0,161210.0,0.7,0.7,0.0,163736.88211432815,150119.47169115767,668.3138045482782,1.4065248893599587,1.5561551967386775,1,ok
M10,8.8,10.0,1.5,9.026,58.0,24.731670053823407,32.175035607416504,203091.9174546527,207673.12474399805,0.09915140089759492,0.17347406564073561,74.58184524733014,1798.125114055489,0.011201312610752476,2.2747755386637344e-06,4.0241717424648245e-07,0.1503131142953989,37120.0,25984.0,25984.0,0.7,0.7,0.0,26254.28178578645,20272.17971828401,452.66003078942157,1.4138646146510103,1.767330768313763,1,ok
M10,10.9,10.0,1.5,9.026,58.0,23.862047846785366,22.275032361812887,209539.47827789484,209372.92726958293,0.1533449993592906,0.1018539772266736,71.36076176098385,4991.130934608064,0.01865642431355472,2.7123309731390496e-06,3.0944253274795786e-07,0.10240427753605726,54520.0,38164.0,38164.0,0.7,0.7,0.0,38675.1131574464,27509.983980677454,666.8122958180414,1.4096920616120516,1.5596593022090783,1,ok
M24,8.8,24.0,3.0,22.051,353.0,45.319245716487394,28.407246650719916,206190.37016397927,204433.79045983014,0.1334760225012218,0.11617402150331131,632.8990293821382,9356.26473272127,0.01668850402341369,1.5885543572243492e-06,1.5978270126527306e-07,0.09139124546345105,225920.0,158144.0,158144.0,0.7,0.7,0.0,158999.08068680915,140097.45744190787,450.4223248918106,1.4208887185015198,1.7761108981268998,1,ok
M12,12.9,12.0,1.75,10.863,84.3,28.147805867480088,77.49124482325755,203352.48680147144,206877.93332726305,0.11207285149798356,0.1434700744127771,182.76120835925354,14586.491363830533,0.013712322965572591,3.1402715731708643e-06,8.61750333468544e-07,0.21532873971501468,92730.0,64910.99999999999,64910.99999999999,0.7,0.7,0.0,68051.89080223757,50039.05063636183,807.2584911297458,1.3626366425214889,1.5112879126147423,1,ok
M16,8.8,16.0,2.0,14.701,157.0,33.406600980245024,23.798216623655954,208274.3200587368,202783.07993733344,0.15852355120685116,0.08610071254550157,165.95464715797144,12611.464786845434,0.006247170239195471,2.2103315634139167e-06,2.0245872022048815e-07,0.08391061651471962,100480.0,70336.0,70336.0,0.7,0.7,0.0,71394.23578541788,56193.58192500517,454.740355321133,1.4073965341123915,1.7592456676404895,1,ok
M10,8.8,10.0,1.5,9.026,58.0,19.386965360070057,75.97400889091293,208963.21562351694,200152.1001366188,0.12124574377092753,0.15250582004324928,55.311444355702996,1525.6024758595595,0.01817412933710751,2.218815810869365e-06,2.1143878040206264e-06,0.48795025388492047,37120.0,25984.0,25984.0,0.7,0.7,0.0,26728.418115423134,21008.660240390414,460.8347950935023,1.3887840215497302,1.7359800269371628,1,ok
M10,12.9,10.0,1.5,9.026,58.0,24.066749929560494,65.11685997263214,202938.39592567994,201961.285515783,0.10902504484018732,0.11421061543784587,88.89195397912142,133.3997381860404,0.015133270622356351,2.7712691970283134e-06,9.923941286474026e-07,0.2636777104575982,63800.0,44660.0,44660.0,0.7,0.7,0.0,44695.17453754054,40540.886289184855,770.6064575438023,1.4274471609102426,1.5831686693731781,1,ok
M12,8.8,12.0,1.75,10.863,84.3,26.284899921239912,39.849772270095826,204658.39369974137,202556.61061352672,0.16785494361419115,0.11989596113983893,90.56795913610411,1557.7391369619695,0.015785035541380676,3.7104965985049308e-06,5.330590108674026e-07,0.12561612476341452,53952.0,37766.399999999994,37766.399999999994,0.6999999999999998,0.6999999999999998,0.0,37962.07715377746,32684.57162409572,450.32119992618584,1.4212077959130178,1.7765097448912721,1,ok
M8,10.9,8.0,1.25,7.188,36.6,15.053743150271309,69.19105811954353,208315.20776785456,207998.87342361838,0.13406919783869153,0.12196620891500884,34.15041733765837,855.6036091750951,0.017661010586831633,4.172698666540133e-06,3.525353017718758e-06,0.4579539294244362,34404.0,24082.8,24082.8,0.7,0.7,0.0,24474.627034851463,21324.80518563192,668.7056566899306,1.4057006854898864,1.5552433116058315,1,ok
M10,12.9,10.0,1.5,9.026,58.0,17.91048956957109,27.656179254248123,204607.44263678946,202082.76149258233,0.14610564196652476,0.10377140956459441,68.22790609952501,7854.991878783219,0.005695736845785398,3.2735060860527447e-06,8.845694612279926e-07,0.21273530294717125,63800.0,44660.0,44660.0,0.7,0.7,0.0,46331.03407698052,37106.24100506836,798.8109323617331,1.37704675216172,1.527270034215726,1,ok
M24,12.9,24.0,3.0,22.051,353.0,52.263754128358514,38.66251217796409,208578.46405045912,203403.08519267995,0.14116837005654875,0.10988909358281679,1170.5755965847668,50969.58322639831,0.0196663919518266,1.7892645736058125e-06,1.2513274125734896e-07,0.0653640392649074,388300.0,271810.0,271810.0,0.7,0.7,0.0,275141.5778393263,213899.10517710447,779.4378975618308,1.4112734362043768,1.5652305383357634,1,ok
M20,8.8,20.0,2.5,18.376,245.0,48.895335875584756,45.817959217063226,208077.65344751245,200390.0742668217,0.19405059842526312,0.12288573382291296,488.8029798389082,20651.37107811493,0.007467003914690264,2.252469351564703e-06,1.6506714173434063e-07,0.06827906928887141,156800.0,109760.0,109760.0,0.7,0.7,0.0,111170.0563967528,87430.00229962765,453.7553322316441,1.4104517446712388,1.7630646808390484,1,ok
M16,12.9,16.0,2.0,14.701,157.0,24.525013343792573,72.76850291843706,209270.16840684725,207336.07845830987,0.11690394863564837,0.1032251818864881,249.2285257264492,22825.07246055515,0.019503505875774735,1.294557558422253e-06,1.6572991730649944e-06,0.561442957372118,172700.0,120889.99999999999,120889.99999999999,0.7,0.7,0.0,133704.97618448696,104272.7043745419,851.6240521304902,1.291649757012091,1.4325570032315917,1,ok
M16,8.8,16.0,2.0,14.701,157.0,32.22019815633685,55.038721833782795,204966.262005809,204089.94767750963,0.09773378510735212,0.12970430255873303,209.04368556864426,22421.258350882217,0.019418053932924596,1.890927084892291e-06,5.58741435870319e-07,0.22808858877623836,100480.0,70336.0,70336.0,0.7,0.7,0.0,75450.03317584017,45101.96604722197,480.57345971872724,1.3317422905013998,1.6646778631267498,1,ok
M12,10.9,12.0,1.75,10.863,84.3,22.60787427238052,51.84359131227159,207982.7871411231,202663.45465854745,0.17450571877144813,0.1074903211998775,110.45622160386993,307.0657404180348,0.007983113998927316,3.100612418000955e-06,1.0923729464767676e-06,0.2605239111329055,79242.0,55469.399999999994,55469.399999999994,0.7,0.7,0.0,55549.39796766862,53338.41096233063,658.9489675880027,1.4265141099480712,1.5782709301553126,1,ok
M24,10.9,24.0,3.0,22.051,353.0,51.41865013848146,30.0012186280095,208594.06191279338,200065.31649286678,0.15265912582500724,0.13430542257672134,1166.3491882989867,30907.107032803284,0.018307475210001783,9.643093706615737e-07,1.0936257159627929e-07,0.10185846094319821,331820.0,232273.99999999997,232273.99999999997,0.7,0.7,0.0,235422.150354568,187463.7686358467,666.9182729591162,1.409468053453117,1.5594114633949379,1,ok
M12,8.8,12.0,1.75,10.863,84.3,19.744578021461518,76.96328975368417,205884.70565360005,206236.01886129894,0.1201773528502843,0.08110444300506468,53.484599895431344,10923.875300126518,0.009368729113151128,2.9501089660546443e-06,2.6232123186749092e-06,0.470673084263471,53952.0,37766.399999999994,37766.399999999994,0.6999999999999998,0.6999999999999998,0.0,42907.97407962009,30303.10307970848,508.99138884484097,1.257388659270806,1.5717358240885073,1,ok
M8,10.9,8.0,1.25,7.188,36.6,12.78911426292484,57.83793889223436,209814.26226678767,202787.86628843014,0.14189733348443445,0.1374550045118844,33.276049204414,8063.73926965815,0.01112987383134066,4.631987077913308e-06,6.406954397545408e-06,0.5803957210742593,34404.0,24082.8,24082.8,0.7,0.7,0.0,28762.959767968063,19690.983082060888,785.8732177040454,1.1961216883637302,1.3233686764875312,0,yield_margin
M8,12.9,8.0,1.25,7.188,36.6,18.04900914529329,27.084364191607918,207570.88333532144,205144.41977445505,0.1350568442290754,0.11154494328433776,42.89215180779872,7287.719311254609,0.017563351083745075,3.142119671232413e-06,7.156231452442488e-07,0.18550307246708553,40260.0,28182.0,28182.0,0.7,0.7,0.0,29533.894323515444,17693.421778237323,806.9370033747389,1.363179523803748,1.5118900173096115,1,ok
M16,8.8,16.0,2.0,14.701,157.0,33.884706288174044,58.835875940584046,207866.37584815186,206771.02541927368,0.1843720036344353,0.12714124312119698,228.6416342029129,24414.148975624663,0.010948611309844538,1.2691287153981764e-06,4.529099466280184e-07,0.26300800128094276,100480.0,70336.0,70336.0,0.7,0.7,0.0,76757.11652505423,45985.03171948592,488.89883136977215,1.3090642867909505,1.6363303584886881,1,ok
M8,10.9,8.0,1.25,7.188,36.6,16.012909380030653,29.764560633717203,200887.87565275366,205131.6496552196,0.13394986574408918,0.12137130106068139,35.64811133377797,2658.067469605472,0.011988991060617417,3.354948091645891e-06,1.1223638408957638e-06,0.250678053663915,34404.0,24082.8,24082.8,0.7,0.7,0.0,24749.119179788067,19413.330961382413,676.2054420707123,1.3901100782647977,1.5379941291440316,1,ok
M12,10.9,12.0,1.75,10.863,84.3,20.632484381878598,47.57701891319624,209667.74235490704,209420.40450784593,0.19673945599608875,0.12653973211767622,118.41335218924819,7145.50290258319,0.015589601847182456,3.7408832603732606e-06,1.1745754365486129e-06,0.23895540761722764,79242.0,55469.399999999994,55469.399999999994,0.7,0.7,0.0,57176.85655871684,46859.80796560738,678.2545262006743,1.385910397480906,1.533347673808662,1,ok
M24,10.9,24.0,3.0,22.051,353.0,36.53636858700624,62.565905471971675,204065.85446381327,202471.1160357819,0.08704026409286693,0.07352523038966288,544.1336339859868,1828.924979177648,0.012802078129916359,7.440329433402655e-07,8.981000929877235e-07,0.5469106784405151,331820.0,232273.99999999997,232273.99999999997,0.7,0.7,0.0,233274.25860117882,223649.32815429353,660.8335937710448,1.4224458454599638,1.5737698715727257,1,ok
M12,12.9,12.0,1.75,10.863,84.3,25.034090831788347,22.817592438418124,209055.07060602398,202812.6119325114,0.11836658049640991,0.14892193932078554,171.7911445599323,25890.73143702514,0.010998914760291316,3.851787845452786e-06,3.496244889818364e-07,0.08321594291432118,92730.0,64910.99999999999,64910.99999999999,0.7,0.7,0.0,67065.5216292735,38556.881288105666,795.5577891966014,1.3826776821717015,1.5335152474995235,1,ok
M16,10.9,16.0,2.0,14.701,157.0,36.49406700975805,62.13607882812953,201816.30160854163,200539.6866416983,0.14827950527995348,0.1156147769938108,321.72112272221045,33984.47044200007,0.015683451512614632,2.0661663300452894e-06,4.1649508747750955e-07,0.1677615338675898,147580.0,103306.0,103306.0,0.7,0.7,0.0,109007.2868890277,68705.62337272448,694.3139292294758,1.3538544459898387,1.497881514712162,1,ok
M20,8.8,20.0,2.5,18.376,245.0,46.62207273531003,68.53297801768892,200448.21313591744,204465.72310206247,0.16827482931058535,0.09756931113916752,387.5619806714501,11611.126390161247,0.005309460711268929,1.6731494456432803e-06,2.575624315163518e-07,0.13340283165153824,156800.0,109760.0,109760.0,0.7,0.7,0.0,111308.95713911142,96947.8291696985,454.32227403718946,1.4086916635472104,1.760864579434013,1,ok
M12,10.9,12.0,1.75,10.863,84.3,19.94534138676118,64.07956613759751,206637.17376169577,202094.23689860216,0.13784716634437444,0.13104473305203587,112.82892408354093,2616.8538805931676,0.009692170136743119,3.2850893313584043e-06,1.903569466681306e-06,0.3668711975049274,79242.0,55469.399999999994,55469.399999999994,0.7,0.7,0.0,56429.44831686863,51944.64155789293,669.3884735097109,1.4042667855803215,1.5536568691526962,1,ok
M12,12.9,12.0,1.75,10.863,84.3,24.619866187696363,76.2570635176827,202294.43836473388,203826.68249207252,0.2025858436692408,0.06905297896227755,104.93999823949865,24068.603011179734,0.013465455204382356,1.6639024436316318e-06,1.269759431304282e-06,0.4328240558847703,92730.0,64910.99999999999,64910.99999999999,0.7,0.7,0.0,75328.4703747792,46669.885362119996,893.5761610294093,1.23100866828496,1.3653005230069555,1,ok
M8,10.9,8.0,1.25,7.188,36.6,19.917281269502546,78.83071976857502,207252.8431697876,208334.53667940607,0.1348253737288874,0.13620285302565116,46.41772225196333,1711.8004518942846,0.008622144263529776,2.8301264585011562e-06,1.5927456931882728e-06,0.36011569825274803,34404.0,24082.8,24082.8,0.7,0.7,0.0,24699.24621500328,21038.001156116152,674.8427927596524,1.392917002426644,1.5410996622592656,1,ok
M20,10.9,20.0,2.5,18.376,245.0,49.77421654756458,56.35552671809089,208489.423274092,201584.16410171424,0.09628675822389318,0.10951359754227016,619.4556918441597,20976.247407951676,0.010500278320969975,1.988530002412021e-06,1.9270801031666397e-07,0.08834799741803057,230300.0,161210.0,161210.0,0.7,0.7,0.0,163063.2094518377,137273.05440992067,665.5641202115825,1.41233574865961,1.5625842325595685,1,ok
